,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
422,游戏奇妙档案,牧羊人,内地漫画,"格斗,科幻,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1007510121453184335.jpg,关于游戏，一些不为人知的奇妙小故事。,已完结
423,朔风·朔月,ZXX-,内地漫画,"校园,秀吉,悬疑",JPG,http://images.dmzj.com/img/webpic/7/1007534871453249278.jpg,一对长相俊美，学业优异又受欢迎，却从未同时出现在校园里的双胞胎姐弟，女生离奇的连续失踪，午夜后无法逃离的校园，随着男女主校园冒险得知更多……(编不出，好久以前画的故事了，台词修改过得文件丢了只有最初版，将就看吧，虽然估计没什么人看得懂……算是我以前的出道作……,已完结
424,向日葵骑士,ZXX-,内地漫画,"冒险,科幻,热血",JPG,http://images.dmzj.com/img/webpic/7/1007534871453255124.jpg,第一次和别人合作的商业中篇漫画，分上下两集，双线展开的故事,已完结
425,[剑三]狍子的物种区分,杯斟霜,内地漫画,"其他,搞笑",JPG,http://images.dmzj.com/img/webpic/13/1007755731453716670.jpg,_（:зゝ∠）_起名无能星人...关于一个傻狍子的故事...,已完结
426,随身VJ,一罐子老丸,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/4/1007673041453719385.jpg,真人秀跟拍摄影师和大明星的故♂事,已完结
427,十一只乌鸦,Morel,内地漫画,"爱情,奇幻,其他",JPG,http://images.dmzj.com/img/webpic/18/1007768981453733407.jpg,十一个哥哥变成乌鸦，为了拯救他们的少女，决心七年不说话，一直编织着荨麻衣……直到——一位远方的国王发现了她。,已完结
428,冲神二三事,酥皮兔子包,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/5/1007898451454040466.jpg,冲神的小故事~,已完结
429,他,你幺舅子,内地漫画,"纯爱,治愈",JPG,http://images.dmzj.com/img/webpic/10/1007743701454295921.jpg,短片小故事  耿美系列 不定期更新,已完结
430,行于五行中,大中小毛,内地漫画,"冒险,神鬼",JPG,http://images.dmzj.com/img/webpic/18/1008075181454394457.jpg,本来就很喜欢《西游记》，看了电影西游记之大圣归来后，开了这么一个脑洞，然后暑假时有空就画，自娱自乐性质的一篇东西，无cp向,已完结
431,今天捡到,镭暴工作室,内地漫画,"治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1006556221455765995.jpg,都市治愈系童话。我总是一个人低着头，默默走，而这孤单的一路，却总能拾到，属于我自己的故事。我遇见你，是最美丽的意外。,已完结
432,医为天下,无聊透极,内地漫画,"治愈,励志,生活",JPG,http://images.dmzj.com/img/webpic/15/1008359951454984899.jpg,治病先治心,已完结
433,森林人间塾,新漫画,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/11/1002605911455670975.jpg,"森林里的奇妙人类社会学习课堂
描述：熊、兔子、松鼠、乌鸦加一个人类，这是一个发生在森林里的有点奇葩，有点搞笑，又有点无厘头的神奇故事，人类教动物怎么成为人类？！究竟会有哪些奇葩课程呢？【两周一更】",已完结
434,小狐球小三日,炎久,内地漫画,"纯爱,治愈",JPG,http://images.dmzj.com/img/webpic/17/1008845371455866018.jpg,刀剑乱舞里 小狐丸X三日月宗近 的同人。,已完结
435,孤岛洋馆谜案,Jeff侦探,内地漫画,"侦探,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/4/1008384241455845957.jpg,"被滂沱大雨困在事务所，连日没有委托上门的侦探突然收到神秘的请柬前往一个别墅聚会，并承诺调查真相后的巨额酬金。侦探只身前往赶赴神秘的约会,没想到恐怖的事件才刚刚开始。",已完结
436,猫妖,便利店的熊,内地漫画,"冒险,格斗,奇幻",JPG,http://images.dmzj.com/img/webpic/0/1003188601456279425.jpg,名为守护的故事。,已完结
437,那种甜,litteF,内地漫画,"校园,百合,治愈",JPG,http://images.dmzj.com/img/webpic/13/1009090931456296184.jpg,"青梅竹马的关系，形影不离的她产生了一些奇怪的情愫，然而那个人，好像还不知道？
【其实就是讲如何成就一对百合和恋爱发展的故事。】",已完结
438,幻夜浮屠,惊奇大地,内地漫画,"格斗,奇幻,神鬼",JPG,http://images.dmzj.com/img/webpic/11/1009130311456386132.jpg,红色魔都——善见城。红色夜空的都市，被一堵难以逾越的城墙所围绕。遍布街道的僧侣混杂在人群中。子夜子时，都市成为祈祷场。都市中心的通天浮屠，居住着都市的统治者——天柱八部众。神明鏖战的缝隙所诞生的狭小世界。虚伪的灵魂，背叛与复仇，抗争与绝望，就是在如此的梦魇中，向你诉说一个离幻的故事…,已完结
439,暖冬,绿林,内地漫画,"爱情,纯爱",JPG,http://images.dmzj.com/img/webpic/13/1009159931456466506.jpg,APH金钱组同人~,已完结
440,【金光·苍俏】怀仁,赵NN,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/17/1009307571456752953.jpg,"*苍狼做主角的小故事。

*希望没有ooc，请多多指教。

*阅读顺序从右到左。",已完结
441,徐如林,唐尸三百,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1008802911456912918.jpg,租住在城乡结合部的主角一天醒来后，发现了异常的状况。,已完结
442,我的健康我做主二十二,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111456222164.jpg,米海兵,已完结
443,我的朋友2.0,富美子,内地漫画,生活,JPG,http://images.dmzj.com/img/webpic/0/1009508201457244420.jpg,"日常，四格。富美子和他的朋友们的生活小事

因为没有朋友才画我的朋友～￣▽￣～～￣▽￣～

谢谢大家忍受我不定时的更新和不聪明的小故事",已完结
444,藻尚好,镭暴工作室,内地漫画,"爱情,纯爱,治愈",JPG,http://images.dmzj.com/img/webpic/2/1006556221457173335.jpg,每一颗成功的藻身后都有一个默默付出的男人。,已完结
445,森火,天和,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/5/1009552251457344231.jpg,孤独的岁月里，庆幸能遇见你。再见了，知夏。2015年夏天匆匆之作，看不顺也是正常。观看本作建议听下许巍的《灿烂》，以及冈本真夜的《Destiny》,已完结
446,SIKASIKA飔喀飔喀,天和,内地漫画,治愈,JPG,http://images.dmzj.com/img/webpic/5/1009552251457343985.jpg,2015夏，试稿之作。正式版本书名未定，内容紧张制作中，已和试稿内容完全不一样了.,已完结
447,囧语录,囧囧,内地漫画,"治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/14/1002372341457414438.jpg,JonJon囧囧家族QQ群：20521796 （家族） JonJon囧囧家族QQ群：104295010（北京） JonJon囧囧家族QQ群：89347989 （上海） JonJon囧囧家族QQ群：46040652 （安徽） JonJon囧囧家族QQ群：40891787 （广东） JonJon囧囧家族QQ群：157147084（江苏） ,已完结
448,致父亲,鲁雅,内地漫画,"治愈,励志",JPG,http://images.dmzj.com/img/webpic/2/1002778621457588875.jpg,信纸的言语就与同代表着一个人的心.贺卡、明信片、录取通知书.甚至是家人的信。。。,已完结
449,梦想之旅下二十八,沈丹冶,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/19/1005376191456908527.jpg,沈丹冶,已完结
450,麦圈可可河姆渡历险记九,沈丹冶,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/19/1005376191456900322.jpg,沈丹冶,已完结
451,怕丢日记,新漫画,内地漫画,"治愈,生活,宅系",JPG,http://images.dmzj.com/img/webpic/11/1002605911489982414.jpg,怕丢，是一只灰白混的“纯种”中华小土猫。被画漫画的我收养后养在工作室。原本想把他培养成一只有艺术气息的小猫咪，结果一系列令人哭笑不得的事情接连发生：尿原稿，啃数据线，打碎东西，抓蚂蚱⋯⋯在不断的相处中，我们一起成长，成为不可分离的家人。这是怕丢与我的成长日记，也许很普通，却记录了我们成长的一点一滴。,已完结
452,天之外 林之中,辋川,内地漫画,"冒险,魔法,纯爱",JPG,http://images.dmzj.com/img/webpic/1/1009806411457932169.jpg,从天之外逃出来的侠客遇上了林之中图书馆的小魔法师,已完结
453,【世间始终你好】——周星驰伴我长大电影系列,兔爷动漫,内地漫画,"治愈,励志,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1008643631458009820.jpg,#美人鱼#的上映让我们再次被星爷感动，他写的台词：是你不懂，我才会出现在你面前[泪]怀念曾经，种种过去，竟然都有他陪伴在人生中的某个时刻，让我们欢笑感动[心]你能说出几部电影？,已完结
454,那个人、有点不坦率,菲希納,内地漫画,"爱情,校园,生活",JPG,http://images.dmzj.com/img/webpic/16/1009838961458016928.jpg,放学后的甜蜜时光，只属于两个人的秘密。,已完结
455,非正常大冒险,蓝鱼漫画,内地漫画,"冒险,热血,搞笑",JPG,http://images.dmzj.com/img/webpic/17/1009905771471921704.jpg,在正常的世界里，每天都发生着非正常的事情！拿起书本，背上行囊，随同世界各地聚集起来的伙伴们一同去拯救世界吧！,已完结
456,成年礼,貳柒,内地漫画,"爱情,校园",JPG,http://images.dmzj.com/img/webpic/0/1009933401458270879.jpg,十八岁的生日，喜欢的男生带来的成年贺礼。,已完结
457,短路西游九,苏凝,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/3/1005376231457495678.jpg,苏凝,已完结
458,圣伶机甲,燃哉工作室,内地漫画,"科幻,战争,机战",JPG,http://images.dmzj.com/img/webpic/17/1004279971463723051.jpg,不请自来的虫族，不堪一击的人类，不可预知的太空……人类最强战斗兵器--“Unreal”带给人类的是希望还是绝望...？,已完结
459,天醒小子五十六,苏凝,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/3/1005376231457948522.jpg,苏凝,已完结
460,似水流年,宛絮和年,内地漫画,"爱情,校园",JPG,http://images.dmzj.com/img/webpic/13/1002968731463534365.jpg,一个心似贝壳 外表坚强内心柔弱的16岁少女 一个看似没心没肺 实则细心温柔的17岁少年 在这个最美好的季节 携手最真挚的伙伴们 用画笔勾勒属于他们的似水流年,已完结
461,致水壶,壹小撮,内地漫画,"校园,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/19/1001540991459179208.jpg,老大哥在看着你,已完结
462,Nick、Judy日常,16DAO,内地漫画,"爱情,治愈,生活",JPG,http://images.dmzj.com/img/webpic/5/1010426651459391902.jpg,Zootopia同人，Nick、Judy日常 ,已完结
463,乌龙江湖二,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111458617071.jpg,米海兵,已完结
464,粤菜二十,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111458614322.jpg,米海兵,已完结
465,麻辣男女的那些事七,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111458633661.jpg,米海兵,已完结
466,皮蛋向前冲八,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111458629454.jpg,米海兵,已完结
467,钢琴边的我,潘晓歌,内地漫画,"治愈,励志",JPG,http://images.dmzj.com/img/webpic/13/1005376131460013188.jpg,钢琴边的我,已完结
468,嘉有嘻事十一,米海兵,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/11/1005376111458637733.jpg,米海兵,已完结
469,爱上一个球,高能漫画,内地漫画,"冒险,科幻",JPG,http://images.dmzj.com/img/webpic/15/1467627689.jpg,"不知何时，地球已暴露在全宇宙的目光中下。距今，地球上已有数百余种外星人隐藏在人类社会中往来生活。它们平时伪装成人的样子，小心翼翼的维持着自己的日常生活不被人类发现，但在这之中总有例外，比如野心勃勃想要占领地球的布吉拉星人！
然而有趣的是，地球人却对此全然不知……
",已完结
470,生日礼物,天和,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/5/1009552251460814289.jpg,十四岁的生日礼物。,已完结
471,死者与生者之键,零形,内地漫画,"悬疑,治愈",JPG,http://images.dmzj.com/img/webpic/14/1002315941461084977.jpg,死者给予生者钥匙，是爱之匙，罪之匙，未来之匙。在一个平凡的午间，我遇见了一对不可思议的姐妹，邂逅的钥匙，开启了美丽而又罪恶的门扉…,已完结
472,犹翎子,Mr圆珠笔,内地漫画,"爱情,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1011545051461208119.jpg,相传，穷山以北，诸夭之野，藏着一只秋夏之际才会出现的鸾鸟……,已完结
473,王子和美人鱼的故事,没有木桩,内地漫画,"纯爱,治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/17/1011808771461597271.jpg,~有个小王子，听了《海的女儿》，非常感动，总想和小美人鱼谈恋爱，天天去海边等。十五岁那年，终于让他等来了一条冲上岸的美人鱼。小王子：“你…你真好看…可以嫁给我么？我是王子。”对方沉默一阵：“我是男的。”小王子：“你们美人鱼还有男的？？？”对方沉默一阵：“我他妈是鲛。”,已完结
474,Disintegration-分解世界-,抖动文化,内地漫画,"冒险,科幻,热血",JPG,http://images.dmzj.com/img/webpic/19/1011402591479884518.jpg,拥有多个灵魂的人，便可获得分解之力，感受到这个世界的实质，理解、掌握并且改变规则，为所欲为，连整个世界都被他们分解重组。面目全非的地球上，分解者站于食物链的顶端。“他”本该是其中之一，却选择了对抗，以最强分解者为目标，试图让世界回归原状，只为有机会能与所爱之人再次相拥。,已完结
475,魔门,神居动漫,内地漫画,"冒险,魔法,热血",JPG,http://images.dmzj.com/img/webpic/19/1462963117.jpg,神居杯动漫原创大赛获奖作品。作者：血破流。在人界的尽头，有一座巨大的门“魔门”，这座门是连接人界与魔界的唯一通道，它每年只会打开一次，而且每一次打开，门中都必然会走出一位来自魔界的最强者——魔王！,已完结
476,夜泉镇,每日视界,内地漫画,"悬疑,生活",JPG,http://images.dmzj.com/img/webpic/14/1012921541463119300.jpg,夜泉镇……何时变成了一个人间地狱？,已完结
477,魔法约会,SUSU.京尼,内地漫画,"爱情,魔法",JPG,http://images.dmzj.com/img/webpic/6/1010776861463838860.jpg,小魔女降临，赐予我二十四小时的魔法约会！噢耶！,已完结
478,Destiny,漫诗居士,内地漫画,"神鬼,校园,其他",JPG,http://images.dmzj.com/img/webpic/15/1013633151464089009.jpg,校园的玩笑传闻，却发生了，主角所经历的，是每一个受诅咒的人的轮回,已完结
479,lol战纪,侯亮,内地漫画,"热血,搞笑",JPG,http://images.dmzj.com/img/webpic/11/1013774511464318329.jpg,普通高中生凉在英雄联盟晋级赛前夜被一道闪电劈中，意外来到lol世界，为了寻找回到现实的方法，他不得不去寻找恕瑞玛秘宝沙漠之眼来启动黑默丁格的空间机器，而要找到秘宝，就必须成为这个大陆上最伟大的英雄……平凡的他该如何成为一名lol世界的英雄呢？,已完结
480,画室夜半小聚,魚灬意,内地漫画,"校园,悬疑,其他",JPG,http://images.dmzj.com/img/webpic/16/1014001361464606963.jpg,发生在一个画室里面的小故事，都是自己以前在画室时候一些乱七八糟的天马行空的想法，准备去画室集训或正在画室集训的童鞋们，喜欢的可以进来看看噢~,已完结
481,白领武馆,诺动漫工作室,内地漫画,"格斗,热血,搞笑",JPG,http://images.dmzj.com/img/webpic/7/1001825071464918319.jpg,"《白领武馆》读者群： 426717590，欢迎加群~
一家落魄的武馆将三名身份和性格迥异的年轻人的命运串联在了一起：暴力功夫女馆主、矫情不切实际的富二代、被上司排挤的白领男……三人将如何振兴这家落魄武馆呢？",已完结
482,锁妖,仙剑奇侠传,内地漫画,"奇幻,仙侠",JPG,http://images.dmzj.com/img/webpic/7/1014380471465202950.jpg,锁妖塔封印因魔尊重楼拔取魔剑遭到破坏，塔中众多妖类逃出。孔雀翎梧随群妖出逃时遇剑灵离纾。离纾承袭主人遗志，为守护村民不惜代价，翎梧为妖却不懂人与妖纷争。几经辗转后，翎梧再次回到蜀山，最终在一场动乱中懂得了“守护”的意义……,已完结
483,北斗七星84,赵鹏,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/4/1005376841465283623.jpg,赵鹏,已完结
484,青荷,仙剑奇侠传,内地漫画,"爱情,仙侠",JPG,http://images.dmzj.com/img/webpic/7/1014380471465801965.jpg,唐府千金雨柔自幼起身边常伴一只黑鹰，名叫黑王。黑王为风灵兽，本逍遥山林间，因何甘愿伴随凡人左右？黑王默默保护因血玉之故屡遭危险的雨柔，也渐渐接受走近雨柔的姜云凡。当伊人已逝，三皇台上，黑鹰还在陪伴着曾经的少年……,已完结
485,燕归来,仙剑奇侠传,内地漫画,"奇幻,仙侠",JPG,http://images.dmzj.com/img/webpic/7/1014380471466575721.jpg,净天教销声匿迹二十年后复又在江湖出现，远在楼兰的暮菖兰为此赶回中原。昔日的仇恨犹未放下，携着故人留下的一柄断剑，暮菖兰是否能手刃仇敌？平静的江南小镇中，雨中归燕能否找到她前行的方向？,已完结
486,蛇嫁,腐竹,内地漫画,"爱情,神鬼",JPG,http://images.dmzj.com/img/webpic/5/1015997051466854452.jpg,不过是春日庭院中的一场梦，不谙世事的少女怀上了蛇的孩子。？？在自我的纠葛中人类自身的母性是否能打败对于世俗和未知的恐惧，与蛇之子的梦中相见是否让她得到了最终的救赎和勇气？,已完结
487,小神探系列,曹键音,内地漫画,"校园,悬疑",JPG,http://images.dmzj.com/img/webpic/15/1005374751467186953.jpg,年纪小但是非常聪明的小男孩的奇幻冒险,已完结
488,白鸽城,梦圆online,内地漫画,"科幻,治愈",JPG,http://images.dmzj.com/img/webpic/8/1002107881467702848.jpg,公元多少年，都不重要，在这个世界，最重要的就是希望。,已完结
489,Cyborg,Spike,内地漫画,"格斗,科幻",JPG,http://images.dmzj.com/img/webpic/5/1011345051468416284.jpg,很惭愧，画了个微小的漫画。,已完结
490,诡异迷局1,动漫神居,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/19/1004692391468305085.jpg,动漫神居,已完结
491,老方密室3,动漫神居,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/19/1004692391468312393.jpg,动漫神居,已完结
492,NO WAY,七角,内地漫画,"冒险,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/11/1017568511468893107.jpg,"赤森为了救舅舅闯入了刚进入英法百年战争时期的实验星球-""DOOR""。进入的第一天就遇到生死攸关的时刻,不得不开启黑戒进入上帝模式(俗称开挂作弊)进行自保,这一举动打破了DOOR的平衡系统,让原本是研究人类历史的实验星球进入到一个完全扭曲失控的时代!而开了挂的赤森是否可以驾驭这个从未见过和无法预测的世界!",已完结
493,作死外星人,日更计划,内地漫画,"科幻,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1016819631469695712.jpg,"在和平的小镇上，一位喜爱外星人的丹尼少年，有一天碰上了从天而降的飞碟，与一位神奇的外星少女相遇。
从此他的生活彻底的改变了....爆笑爆笑再爆笑的科幻外星喜剧，袭卷而来！",已完结
494,飞跃少女 leap girl,未我,内地漫画,"科幻,魔法",JPG,http://images.dmzj.com/img/webpic/10/1018367301469928379.jpg,神奇的百变机车？是魔法还是黑科技？现代都市演绎全新的童话故事，美少女飞车魔法使，又究竟是怎样的一个神秘人？一个小而温馨，浪漫又刺激的童话故事,已完结
495,西游再记,西游再记团队,内地漫画,"其他,搞笑",JPG,http://images.dmzj.com/img/webpic/1/1018510611470111935.jpg,大家都看过西游记的故事，但唐僧师徒四人取完西经后，又发生了怎样的故事呢？一个穿越两千年的后传故事开始了！,已完结
496,水灵劫,仙剑奇侠传,内地漫画,仙侠,JPG,http://images.dmzj.com/img/webpic/7/1014380471470302581.jpg,南盗侠李三思少年成名，妙手无双，铁臂神鹰为了抓捕他不惜身中断肠草之毒，李三思重情重义，携妻子远赴苗疆寻找解药。看似平静的南诏国实则暗潮汹涌，他们又能否顺利取得解药？一颗水灵珠，将他们的命运引向未知……,已完结
497,乱七八糟的妖刀少女,第一话社,内地漫画,"魔法,搞笑",JPG,http://images.dmzj.com/img/webpic/4/1017651241471921343.jpg,《妖刀少女异闻录》番外小剧场《乱七八糟的妖刀少女》开坑！为了向女妖报仇而不断战斗的女主角-维斯以及与她共同前进的伙伴们所上演的松散惬意的日常~ ,已完结
498,终将故人,BigDog,内地漫画,"治愈,励志",JPG,http://images.dmzj.com/img/webpic/8/1019076681470896183.jpg,时间能改变很多东西，唯有回忆不会改变。每个人都只能陪你走一段路程，我们终将故人,已完结
499,异狩志,TUTUX左纹,内地漫画,"冒险,悬疑,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1471930300.jpg,残酷和血腥弥漫的世界，人与异兽持续着千万年的争斗。神秘的异狩者、诡谲的异兽、骄纵的王者掌控着世间。乍一看你以为是搞基重口惊悚漫，其实并不是。我们是纯直的玄幻漫画（误）！,已完结
500,梦过留痕,ling葉,内地漫画,奇幻,JPG,http://images.dmzj.com/img/webpic/1/1016585411471230637.jpg,《梦过留痕》讲述的是一个身患重病的小女孩的故事。无论最后是不是梦，她都以某种形式留下了自己生命的痕迹。也许这是小女孩心中一直的向往和希望，也许这是真实发生过的美好回忆，也许这真的就只是一个奇幻的梦，又或许，这只是小女孩看过的一本书里的故事……无论如何，就如故事的结局，这个绘本故事并没有文字说明，只有分格的画面，是希望给读者一个想象的空间。,已完结
501,鹭·淮,choda,内地漫画,纯爱,JPG,http://images.dmzj.com/img/webpic/15/1019524151471507622.jpg,一个充满中二气息看一半就能猜到结局的短篇x,已完结
502,次元酱 Go!,若子 X 创幻科技,内地漫画,"治愈,搞笑,宅系",JPG,http://images.dmzj.com/img/webpic/11/1019570711471576145.jpg,每个平凡日常的背后，其实就是连续发生中的奇迹！这是个讲述非常识少女身边所发生的各种“日常”的搞笑故事。,已完结
503,把我变成人,Q彼,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/18/1008034781471860707.jpg,被从天而降的“疯子”扑倒了，竟然要我把它变成人......,已完结
504,收藏哆啦A梦,多人,内地漫画,其他,JPG,http://images.dmzj.com/webpic/14/shoucangduolaiamengfengmianl.jpg,电子游戏软件增刊，哆啦A梦的各种道具。,已完结
505,特殊的和好技巧,燕麦,内地漫画,"爱情,生活",JPG,http://images.dmzj.com/img/webpic/1/1020168611472441815.jpg,zootopia的一个小同人，一颗狐兔糖,已完结
506,微能力者,沙丘,内地漫画,"科幻,校园,悬疑",JPG,http://images.dmzj.com/img/webpic/14/1020995341474344233.jpg,故事讲述四个普通的小人物，在偶然的情况下与恶魔做了交易，获得了一些微小的超能力，可以来满足他们个自的需求。然而之后他们发现这一切的背后都存在着一个阴谋……,已完结
507,回味,华居,内地漫画,"美食,生活",JPG,http://images.dmzj.com/img/webpic/14/1021339541475889539.jpg,日常饮食与生活,已完结
508,漫画家与废弃人设,日更计划,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/3/1016819631475926110.jpg,一个拥有生命的二次元生物和美少女漫画家之间不得不说的故事,已完结
509,九天,真吉斗,内地漫画,"冒险,格斗,奇幻",JPG,http://images.dmzj.com/img/webpic/1/1022105411477021657.jpg,出生就注定不平凡的人生不一定是让人羡慕的！多年前，东方晨曦兄弟俩突然被天庭追捕，父亲被抓。俩兄弟将要面对代表神的最高权威，九天……,已完结
510,上山记,画痴,内地漫画,"冒险,格斗,悬疑",JPG,http://images.dmzj.com/img/webpic/10/1022385501477587034.jpg,上山与下山的奇遇,已完结
511,魔法少女小杜,梦圆online,内地漫画,"魔法,百合,搞笑",JPG,http://images.dmzj.com/img/webpic/8/1002107881478526716.jpg,短篇，封面与实物不符,已完结
512,猫男,新漫画,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/11/1002605911478743224.jpg,"独自生活的苏雪薇，某天下班遇到了昏倒在自家门前的神秘男子。雪薇好心收留他，没想到神秘男居然失忆了，并赖着不走。雪薇一方面担心收留陌生男子会被男友韩天误会，一方面又不忍心赶走他。况且……神秘男长得很像雪薇已故的爱猫“小轩”，还声称自己的小名就叫“小轩”！这到底是怎么一回事？神秘男到底是什么人？又为何会失忆？而雪薇与韩天的关系，又会因神秘男的介入发生怎样的变化？一场纠结的三角恋情即将上演……
",已完结
513,一个漫画家,争气基,内地漫画,"爱情,校园,励志",JPG,http://images.dmzj.com/img/webpic/12/1003022521479694736.jpg,一个漫画家,已完结
514,Dream Hunter-狩梦人- ,抖动文化,内地漫画,"科幻,治愈,奇幻",JPG,http://images.dmzj.com/img/webpic/19/1011402591479884892.jpg,"   这是一个亦真亦幻的世界，梦境和现实完美的对接。很多东西并不是建造出来，而是由每个梦主人用意识所创造的，你有多相信这个梦境，它就有多真实。
   生活在这个世界里的人基本是分不出现实和梦境的，他们穿梭在现实，别人的梦境，甚至自己的梦境中而不自知。用自己的意识影响别人，也同时受别人影响，整个世界因梦而改变着，变美好…变邪恶……",已完结
515,极道探灵,柒月动漫,内地漫画,"冒险,格斗,热血",JPG,http://images.dmzj.com/img/webpic/15/1022019951479956297.jpg,天才丁一小学刚毕业，便已经自学完成了大学之前的所有课程。比起课堂上老师讲的那些东西，超自然、灵异、妖鬼的知识反而更能吸引丁一的注意力。一次偶然的机会，丁一遇见了姜越。面对姜越身上种种神秘之处，丁一燃起探求的欲望。最终，当他们一行人终于将弥漫在校园之上的阴霾清除之时，他们还不知道，未来，等待他们的，是更大的黑暗…… ,已完结
516,男神执事团,言喻,内地漫画,"爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/8/1482477050.jpg,十张卡牌，十个拥有不同超能力的男子，十个男神经…,已完结
517,暗源,欢乐菌,内地漫画,"科幻,战争",JPG,http://images.dmzj.com/img/webpic/17/1024655971512012371.jpg,《暗源》是以人类文明探秘及军事科幻为主题的科幻漫画作品，故事的时代背景定于近未来2026年，故事设定以地球联合国军队对抗神秘组织苍星会为主线，结合外星文明和暗能量科技元素，形成了完整的科幻世界观。,已完结
518,梦三国,杭州电魂网络科技股份有限公司,内地漫画,"热血,历史,励志",JPG,http://images.dmzj.com/img/webpic/0/1024441601482289390.jpg,"五丈原下，卧龙摆下七星灯阵，以求续命救蜀，却意外导致姜维卷入时空之眼中，来到了未知的时空。
一个是被称为不祥之子、身份成谜的绝世杀手；一个是背负着挽救亡国的隐忍青年。二人在三国的乱世中重逢，在历史的洪流中一步步寻找自己失去的东西……
一路拼荆斩棘，直到他们终于可以将自己的命运掌握在手中时，却触发了影响整个三国的大事件？",已完结
519,占骨师,云端漫画,内地漫画,"爱情,悬疑",JPG,http://images.dmzj.com/img/webpic/8/1006424881483536468.jpg,繁华城市里一座幽静的茶馆，为无忧之人煮茶，为有愁之人占骨。？？她是占骨师，占过去，占遗愿，占已死之人的一生，报酬只是所求之人几年寿命，茶馆等待千年，只为一个轮回。？？被时光遗弃的人游离在城市，时间摈弃了他们，没有死亡的恐惧，只有存活的悲伤。一个又一个的故事在茶馆展开，下一个又是谁？？？一个茶馆，少女与猫,已完结
520,主人去哪儿？,渺,内地漫画,"生活,治愈",JPG,http://images.dmzj.com/img/webpic/10/1017317901483085037.jpg,”要是哪天我們碰面了，你還會記得我嗎？ 瑪莉.”一個下雨天，一個男生碰到一隻小狗，到底他們之間會發生怎樣的故事呢？(短篇),已完结
521,过心花,日更计划,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/3/1016819631483526582.jpg,"[更新周期：周更][日更计划]
本宫名为（前略）爱丽丝琪·冰梦·岚彩咲雅·K·血夜泪落兰·过心花·二世。用你那可怜的脑容量记住本攻（划掉）本宫的名字吧。",已完结
522,魔法学院并不存在,mishiki酱油,内地漫画,"魔法,校园",JPG,http://images.dmzj.com/img/webpic/3/1002469631483930771.jpg,魔法学院！......并不存在？,已完结
523,夜泉镇第二部-猪猡的礼物,每日视界,内地漫画,悬疑,JPG,http://images.dmzj.com/img/webpic/14/1012921541484272942.jpg,“你们的意识形态毫无意义，当我亵渎你的家人并把他们变成另一种东西的时候，一切对你的指控都将成立。”,已完结
524,即刻出发,飞鸟爱漫画,内地漫画,"竞技,励志,生活",JPG,http://images.dmzj.com/img/webpic/18/1034943781486720343.jpg,刚从大学毕业的顾鹏来到北京，在南城的老小区租了一间一室的房子，房租几乎花掉了他所有的积蓄。他去参加招聘会找工作，但并不顺利，于是他想去打球排解郁闷。在街球场上他遇到了很多人，经历了很多事，心中曾经对于篮球的热情再次被点燃了。,已完结
