,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节
793,209174,撞上天敌2次方,刘飒,https://oss.mkzcdn.com/zymkcover/000/000/792.jpg!cover-400,"
              超级人气漫画家刘飒 玄幻爆笑力作 《撞上天敌2次方》 烦恼的天敌，青春的碰撞，神秘校园里的爆笑二次方！一个蒙着面孔上学的怪异女生，一对从小分开、势同水火的孪生兄弟，邂逅在一座有着神秘背景的学校里。青春的萌动，各自身世的迷离，校园下面千年古国遗址的面纱终于被揭开。              ",连载中,第32话 为谁舞
794,138462,锦年浮生,浮途,https://oss.mkzcdn.com/cover/2015-09-10/4103020_071145.jpg!cover-400,"
              时光末路，梦在心中。              ",连载中,活动小丑
795,184308,破例婚约,雨兮,https://oss.mkzcdn.com/cover/2015-10-04/4258755_090912.jpg!cover-400,"
              生在贵族并不是一件幸福的事情。因为从出生开始就寄托了父母没有完成的梦想。希望孩子的一生像总自己安排的一样顺利。所以，安泽汐从出生开始，父母就帮她铺好了人生的道路。也从出生开始，就注定要嫁给那个人——慕容轩。但是，在婚礼那天，安泽汐逃走了。她要打破这个规则，嫁给自己喜欢的人。              ",连载中,第七话 女汉子和娘娘腔（下）
796,96105,爆笑疯狂的水果,LD-我爱榴莲,https://oss.mkzcdn.com/comic/cover/20181206/5c08c94d94098-210x277.jpg!cover-400,"
              本作品以游戏《水果忍者》为背景，用卡通风格的多格漫画讲述鸭梨山大和他的朋友们在学习和生活中发生的一个个幽默搞笑的故事。每个小故事诙谐幽默，让你捧腹大笑，适合全部年龄层次观看。

热烈庆祝《爆笑疯狂的水果》已出版发行第一、二册！谢谢大家对水果的支持！我们将会继续努力，为大家创作出更好漫画作品。希望大家光临本书在淘宝网上的""水果店""http://shop70927432.taobao.com/?spm=2013.1.1000126.21.hV26h8              ",连载中,第136弹
797,197906,间歇失语,雨兮,https://oss.mkzcdn.com/comic/cover/20191025/5db261eea8e60-1520x2026.jpg!cover-400,"
              没有，什么都没有              ",连载中,2019-10-25（2）
798,150385,1000种发型,本初仙,https://oss.mkzcdn.com/cover/2013-08-07/4406729_152320.jpg!cover-400,"
              发型发型，一大波美少女发型正在接近！你不瞧一眼么？              ",连载中,王冠和欧洲贵族头发
799,210230,来自过去的我,雨枫动漫,https://oss.mkzcdn.com/zymkcover/999/mh/103233.jpg!cover-400,"
              她是来自古代的一缕幽魂，穿越千年来到今日，成为那个叫明月的女子。琴棋书画一应俱全，却是性情温良，心底里死守着她的墨隐，在船舶上遇到的四个贵公子，悄然拉开一场动人心肠的唯美爱情。              ",连载中,第39话
800,214144,保安官艾凡思的谎言,栗山ミヅキ,https://oss.mkzcdn.com/comic/cover/20191129/5de07213c37c1-270x360.jpg!cover-400,"
              本作描述了一位追求爱情的保安官，不论追求谁，结局却总是发现想追求的人都是通缉犯。在这位保安官的“谎言”下，他的内心深处又隐藏着怎样的挣扎呢？              ",连载中,第123话
801,209057,芥子学院,小树 周洪滨,https://oss.mkzcdn.com/zymkcover/000/000/630.jpg!cover-400,"
              没有军队和战争，芥子学院成了世界的中心，精英都产生于这里，心怀鬼胎的人也暗暗涌来……儒、法、道与后现代的校园天然结合，奇异少年如何在成长中守护心灵？逃生，成为了他们最终的目的！！！              ",连载中,第19回 十锦的婚礼
802,213708,我是社恐有何贵干,蛋蛋蛋蛋蛋蛋壳儿,https://oss.mkzcdn.com/comic/cover/20181211/5c0f9365f41de-1500x2000.jpg!cover-400,"
              官方qq群：793022188。社恐等症候群的沙雕日常非日常放送。微博微信公众号提前更新@蛋蛋蛋蛋蛋蛋壳儿。              ",连载中,44新老师的开学第一天
803,212970,油鬼,爆壳工作室,https://oss.mkzcdn.com/comic/cover/20180816/5b750e0b7114e-630x840.jpg!cover-400,"
              末日降临于2040年，一种叫油鬼的食人生物，几乎将人类灭绝。油鬼无法在阳光下生存，于是，人类凭借一种叫“向日力”的技术，建造了五座逐日飞行的夸父城，才得以逃过一劫。
六十年后的一天，太阳突然熄灭，人类再次陷入油鬼危机。就在夸父城岌岌可危之时，一块来自异空间的神秘晶体击中了少年赵宇龙……              ",连载中,公告
804,177644,屌丝潘潘达,潘潘达,https://oss.mkzcdn.com/cover/2014-03-04/4922351_135332.jpg!cover-400,"
              这是一只有点屌丝有点宅，有点Geek有点呆的熊猫，这是一部屌丝在都市中寻找梦想的浮生记，由「潘潘达工作室」——一群在滚滚红尘中摸爬滚打的85后男女进行创作
周1~周5 每日1P
欢迎大家收听潘潘的微博：http://weibo.com/diaosipanpan 也可以加入潘潘的官方粉丝QQ群：238033154              ",连载中,216. 新衣服
805,93012,丧尸末日,白猫座,https://oss.mkzcdn.com/comic/cover/20181206/5c08c87647c67-210x277.jpg!cover-400,"
              在末日中生存靠的是什么？不是强大的武力，，，而是勇气和智慧！              ",连载中,no.1 突围
806,214806,豪门独宠：教授请温柔,鱼骨动漫,https://oss.mkzcdn.com/comic/cover/20190823/5d5f49f128d05-750x999.jpg!cover-400,"
              童颜腹黑教授 X 天然萌妹，丫头，休想逃！乖乖到碗里来~ 扑到、扑倒、再扑倒了……              ",连载中,第9话 为什么都要离我而去呢？
807,209058,御萌天下,龙雨辰,https://oss.mkzcdn.com/zymkcover/000/000/631.jpg!cover-400,"
              宅世界里有一群被遗忘的热血萌斗士，每个人都背负着一个属于自己的萌偶和一个梦想传说——“夺千萌者，夺天下，赐予萌王称号，带领纷争的宅世界走向和平！” 赌上生命和荣耀的超强萌格斗的战国时代，悄然开始……              ",连载中,第18话 小剑的觉醒！
808,209350,夜伴尖叫,日更计划,https://oss.mkzcdn.com/comic/cover/20170615/59423a4142f47-848x1130.jpg!cover-400,"
              这里，每周都会为你奉上一则黑色而又奇异的故事，请你不要因为恐惧而蒙上自己的双眼，不要因为害怕而堵住自己的双耳，这是流传于街头巷尾的都市传说，这也可能是发生在你身边的真实怪谈，仔细瞧好了，在打开这些故事的那一刻，那最恐怖的黑暗面，就会向你，缓缓袭来……              ",连载中,求子森林
809,212108,吾猫当仙,完美世界漫画,https://oss.mkzcdn.com/comic/cover/20190507/5cd1348bc58a0-750x999.jpg!cover-400,"
              一只修炼不成的猫半仙，一条出生即被认定为灾星的妖犬，一个赴京求学的好色书生，相遇在充满诡谲幻象的蜃楼村。三人误打误撞结伴拯救人间，却三番五次遭遇美少女骗子，丢法宝又伤感情！我们的口号：天下苍生，关我猫事？              ",连载中,第64话
810,198709,龙珠ZS,羊小飞,https://oss.mkzcdn.com/cover/2015-02-08/5568727_135911.jpg!cover-400,"
              神与神大战之后的2年新的敌人降临了.......              ",连载中,第十一话
811,11509,盗墓笔记同人~,FCcat,https://oss.mkzcdn.com/comic/cover/20181206/5c088a5feb3b0-210x277.jpg!cover-400,"
              瓶邪党，非组织人群自带避雷针，各种小图小四格~~              ",连载中,无关盗墓= =纯本人渣图
812,214486,小明漫画,小明,https://oss.mkzcdn.com/comic/cover/20190528/5cece363c639f-750x999.jpg!cover-400,"
              快乐如此简单～生活如此多娇～让小明带你笑遍生活！！              ",连载中,第315话 为什么
813,87481,采蘑菇的岚孩子,攽岚,https://oss.mkzcdn.com/comic/cover/20181206/5c08c77d29973-210x277.jpg!cover-400,"
              1号群：185947428              ",连载中,摸鱼
814,204672,三国农庄,黄耀杰,https://oss.mkzcdn.com/comic/cover/20181212/5c105f4ba7f8c-420x560.jpg!cover-400,"
              这是一个黑心食品充斥天下的年代！人类唯利是图，将大量有害食物流入市场。终有一天，积重难返，人类灭绝！之后遍地妖花异草，变异动物大当其道，接管了世界。一群以猴子刘背为首，毕生以恢复地球为目标的动物们，它们和黑心食品的鸭子草操奋力对抗，为保护仅有的宝贵资源奋战不休，书写了不朽诗篇。这就是——三国农庄！              ",连载中,第74话
815,214485,辛巴狗海洋大冒险,七戒,https://oss.mkzcdn.com/comic/cover/20190528/5cece3fccec20-750x999.jpg!cover-400,"
              辛巴狗，知名俏皮卡通品牌，于2005年诞生于萌系画家七戒之手。听说不嘚瑟会得抑郁症，所以辛巴狗每天过得像神经病一样活泼开朗！\r\n喜欢自嘲自黑，习惯以幽默的方式去调侃生活，看似逗比，却又深具智慧。金句频出的辛巴狗在网上掀起一股神经语录风，以他独特方式为我们解压。你永远不知道，自从遇见辛巴狗之后变得爱笑的你有多可爱。              ",连载中,语录80
816,38785,屯图处，过去现在,KITANO眠,https://oss.mkzcdn.com/comic/cover/20181206/5c08904069d09-210x277.jpg!cover-400,"
              =kitano。#介意从后面开始看前面黑历史#草稿，完成的图，画一半的图，发了微博又删了的图，都放在这里。。不会删。。屯图的地方。
关于我要说的：不怎么更新，有的时候想起来才更新。说xx画风像xx是非常不礼貌。谢谢。这个只是为了寄存一些图，看看黑历史有的时候也是非常有趣的。以及。最近在刷tf,黑子误入。是你硬要看还要黑的话我也没办法。以及虽然有人叫我蠢眠，但是不熟我真的十分介意，而且我脾气不好。              ",连载中,接着刚刚的】比较清新？？？点的吧【最后是和44晴他们玩的企划
817,215027,倾听者 Listener,五零六艺术设计,https://oss.mkzcdn.com/comic/cover/20191120/5dd49c2611873-750x999.jpg!cover-400,"
              21世纪末期，人类因战争失去75%的人口。仅剩的国家放下武器并组成联合政府。
只可惜，由于人类的嫉妒、贪婪、猜疑，他们亲手开启了“地狱”的大门，一时间，群魔肆虐，生灵涂炭。
所幸这一次，异界的女神弥雅降临世间，她将音乐转化作力量赋予人类的英雄们，一场伟大抗争就此拉开序幕，这些英雄被称为——倾听者。              ",连载中,第4章3 壁外急袭
818,214429,封神演义,地狱画师肮脏的墨,https://oss.mkzcdn.com/comic/cover/20190521/5ce34ed307d5e-1300x1733.jpg!cover-400,"
              《封神演义》是明代小说家许仲琳的长篇小说。主要以姜子牙辅佐周室（周文王、周武王）讨伐商纣的历史为背景，描写了阐教、截教诸仙斗智斗勇、破阵斩将封神的故事。包含了大量民间传说和神话。有姜子牙、哪吒、杨戬等生动、鲜明的人物形象，最后以姜子牙封诸神和周武王封诸侯结尾。              ",连载中,商纣王女娲宫进香（21）
819,37714,上班了没？,亚里橘,https://oss.mkzcdn.com/comic/cover/20181206/5c088ff8d8a05-210x277.jpg!cover-400,"
              内容:有腐、有搞笑、有纠结...... 加油吧！我们一定行！！！
作比较忙``更新比较慢````但会努力画的```汗```` 朋友帮我建了个QQ群116710910~~喜欢的童鞋可以进~~互相交流捏~~              ",连载中,新年快乐!祝大家睡觉睡到自然醒！
820,20800,我的作品,V V*&Hero,https://oss.mkzcdn.com/comic/cover/20181206/5c088c2d375fa-210x277.jpg!cover-400,"
              自己看吧!              ",连载中,新年贺图参上
821,215079,总裁大人太嚣张,元气弹漫画|泛次元文化,https://oss.mkzcdn.com/comic/cover/20191212/5df1df3b41e8f-750x999.jpg!cover-400,"
              【每周四、七更新】相恋四年，陆诗雨见识了各种各样的傅子遇，霸道的、可爱的、孩子气但却在结婚之后才认识到他狼性的一面。              ",连载中,第20话 誓言
822,182847,这儿是一个盗墓厨,吴邪的闷油瓶【筱星,https://oss.mkzcdn.com/cover/2016-08-02/4140474_130950.jpg!cover-400,"
              渣渣的摸鱼过程QAQ              ",连载中,攒的图
823,214625,剑神雨熙传,凤惜吾桐,https://oss.mkzcdn.com/comic/cover/20190621/5d0c9ea41fba9-600x800.jpg!cover-400,"
              龙氏一族 秘宝神传 意汇八脉 功可通天              ",连载中,第三话 欢乐相聚 下
824,64590,小武,邵宏鹏,https://oss.mkzcdn.com/comic/cover/20181206/5c08c329509c2-210x277.jpg!cover-400,"
              想成为星际飞行员的小武怀揣理想，自由练习武术。却被人骗至406学校。又遇见了优优，黄金，和叔叔雄武。小武为了成为一名优秀的飞行员，决定在406学校努力学习，修炼武术，于是，一名武术少年的成长故事拉开了序幕。              ",连载中,第十一回
825,215150,实况地下城！Live Dungeon!,ことりりょう,https://oss.mkzcdn.com/comic/cover/20191225/5e02c0bd5a149-935x1248.jpg!cover-400,"
              网游玩家白魔道士、利用回复外挂在异世界引发革命！游戏玩家·努来到了与某MMORPG相似的世界。虽然把转移时继承的稀有道具卖掉使当前的生活得以安稳，但在某一天，他终于察觉到在游戏里得心应手的白魔道士玩法在异世界却成了外挂技术……！              ",连载中,第18.1话
826,93936,泡妞学院,K1=unknow,https://oss.mkzcdn.com/comic/cover/20181206/5c08c8b26cb8b-210x277.jpg!cover-400,"
              2111年中国男女比例严重失调，国家设立泡妞学院，保护女性恋爱最高选择权。每位学生都各自有代号，当女生接受并认同男生成为男朋友的时候才能说出各自的名字，经学校证实后给予认同他们正式交往，并公布于众。从此进入泡妞时代！！              ",连载中,第9话：幻想A
827,215086,总裁大人晚上好,元气弹漫画|泛次元文化,https://oss.mkzcdn.com/comic/cover/20191216/5df6fa062f669-750x999.jpg!cover-400,"
              为家族生意父亲将她许给一个傻子，离家出走偶遇傲娇总裁，他们的故事重新书写。抛弃一切再建家族荣耀，自己的霸道当然由自己创造，这才是霸气女总和傲娇男总的快乐生活。              ",连载中,第15话 言寒的要求
828,17810,手绘,VC喵~,https://oss.mkzcdn.com/comic/cover/20181206/5c088ba32998d-210x277.jpg!cover-400,"
              草图本完结，今后不会再放草图了。              ",连载中,51
829,2275,嫦娥是宅女,想飞,https://oss.mkzcdn.com/comic/cover/20181206/5c0889db87986-210x277.jpg!cover-400,"
              故事就是嫦娥
然后其实她是个宅女～
宅女＋嫦娥是啥样～
呃～～
yy吧～～
还在摸索着学习～～多多指教              ",连载中,第03话 与嫦娥共进晚餐
830,207185,电竞少女,盖奇网络,https://oss.mkzcdn.com/cover/2016-07-12/6428069_115623.jpg!cover-400,"
              原创              ",连载中,寻求答案
831,214528,摩丝摩丝,Mocmoc@智汇互动,https://oss.mkzcdn.com/comic/cover/20190528/5ced06b4d8dfe-750x999.jpg!cover-400,"
              大家好，我是Mocmoc（摩丝摩丝），一名普通的地球少女，因为我有一个圆圆的爆炸头，走在大街上回头率100%，我喜欢逛街、购物、电影、听歌、上网、各种零食,可爱形象希望大家喜欢哦！              ",连载中,第502话 值钱
832,213131,文物精的日常,鹿角解工作室,https://oss.mkzcdn.com/comic/cover/20181010/5bbe0ba9dad8d-630x840.jpg!cover-400,"
              成人小镇住着一群可爱的文物精：古板的鼎大大是成人学院研究人类行为的老师，凶萌萝莉鸮鸮、中二病爱盖章的小玺、高冷的王图图在学院捣蛋，爱看小黄漫的石狮子向往着倾世美颜。霸道总裁龙椅想为九条龙寻找龙母，美艳的咖啡馆老板娘玉小姐期待一段深入的情感，爱吃苦的剑剑、爱享受的矛矛、太幸运而想吃苦的小吉……。文物精的日常，爆笑登场。              ",连载中,32 周五读书会
833,215227,一分钟读懂一部漫画,极漫文化,https://oss.mkzcdn.com/comic/cover/20200118/5e22805deb6af-750x999.jpg!cover-400,"
              每一个故事都是一种模拟人生式的体验，今天你玩脱了没？              ",连载中,第13话
834,2928,砸图记·停更中,knit,https://oss.mkzcdn.com/comic/cover/20181206/5c0889efccf38-210x277.jpg!cover-400,"
              ※本人年龄不小 多画总能进步 不要太浮躁 

※成品图、半成品图、草稿皆有（点击前请带好钛合金眼

还在绘画练习阶段 画风多变 随意就好

此图集主要为个人记录用

现更新暂停 估摸不会再开              ",连载中,12.12新年快乐~
835,215126,豪门游戏：顾总太强势,元气弹漫画|泛次元文化,https://oss.mkzcdn.com/comic/cover/20191219/5dfb1eef36ddf-750x999.jpg!cover-400,"
              【每周二、五更新】双亲亡故的她又被恶毒母女构陷入狱，蒙蔽双眼的哥哥与心地纯洁的弟弟谁才是苦命女主的真命天子，顾家总裁们的恩怨纠缠让她备受煎熬，看灰姑娘怎样躲避表妹的阴辣招数，成功涅槃重生！              ",连载中,第19话 你在哪里
836,214630,漫步女儿国,馨馨爱吃鱼,https://oss.mkzcdn.com/comic/cover/20190624/5d102e4444b9a-630x840.jpg!cover-400,"
              自从女神与黑魔神大战之后，一个可怕的诅咒降临于世——男性从此从世界上消失……              ",连载中,003
837,214474,绿茶婊气运师,漫域,https://oss.mkzcdn.com/comic/cover/20190528/5cece06d19413-750x999.jpg!cover-400,"
              胡氏一族是有名的气运师一族，可以看见人们一生的气运，并可以帮人改变气运的好坏。在250年前，胡氏祖先由于私利，收了一伙坏人的巨款，帮助他们夺了当时气运极好的3户人家的气运，导致那3户人家受到灭顶之灾。而胡氏一族也受到了命运的惩罚，被人下了诅咒，十代之内必将绝户，胡氏一族的后代将丧失气运师的能力……              ",连载中,39
838,150535,渣画进化录,·-银-·,https://oss.mkzcdn.com/cover/2015-03-15/4409379_181104.jpg!cover-400,"
              不要看到第一个就不看了，人是会进步的。PS：至少封面是自己画的。              ",连载中,草间游
839,2300,爱就宅一起（心情日记）,龅牙凤,https://oss.mkzcdn.com/comic/cover/20190403/5ca47c3326576-600x800.jpg!cover-400,"
              龅牙每天的涂鸦日记，或是记录心情，或是记录事迹，恶搞与温情齐飞，上帝与菩萨同在。阿门！              ",连载中,2011年113~114
840,215026,阿贡,佳盛文化,https://oss.mkzcdn.com/comic/cover/20191119/5dd3ab0a35084-750x999.jpg!cover-400,"
              《阿贡》的主角是一只既可爱又厉害，长相好似恐龙幼崽的不明生物，故事讲述的是一只个子小小却长着一个大脑袋的阿贡在森林中玩耍、在原野上奔跑、在高山上冒险、在海洋中畅游的故事。阿贡有着健康强壮的身体，谁都无法伤害它，它惬意的生活在森林中。有着纯真的性格，经常与森林中的其他小伙伴快乐的玩耍，饿了会一起去寻找美味的果实、蔬菜、鱼虾。有着无所畏惧的勇气，遇到强大敌人的挑战也从没有过退缩，在遇到高山大河时敢于挑战。也有着贪玩贪睡的孩子气，在累了的时候它会拉着毛茸茸的朋友一起睡觉，享受伙伴带给它的温暖，会骑着狮子大象进行奔跑，享受速度带来的快感。有了它森林每天都发生着有趣的事情。              ",连载中,第37话 无心栽柳柳成荫
841,67575,渣渣要进步,琉璃の血月,https://oss.mkzcdn.com/comic/cover/20181206/5c08c3c7d87a1-210x277.jpg!cover-400,"
              这里是血月渣图，前面的是黑历史，都54吧……              ",连载中,帮依依上色
842,203731,琼花一夜白如冰,冰琼,https://oss.mkzcdn.com/comic/cover/20180717/5b4d81c2352f0-1200x1600.jpg!cover-400,"
              冰琼QQ2434958772，欢迎加              ",连载中,女儿们！
843,88834,蓝莓成长录~,蓝莓,https://oss.mkzcdn.com/comic/cover/20181206/5c08c7c39c385-210x277.jpg!cover-400,"
              这里烂莓子 年龄自己算吧 出生年月日是2000.2.7  使用工具是SAI和一枚鼠标君 虽然下了PS但是不会用 画龄已经很大了 QQ是1640020901 加我时请注明漫客栈的……              ",连载中,爱丽丝
844,25285,各种乱七八糟的手书,Au·Te【好悠哉,https://oss.mkzcdn.com/comic/cover/20181206/5c088cf616c90-210x277.jpg!cover-400,"
              大葱作品号码：35615＿小菜作品号码：57310＿a子百度ID是AUYUKI_凌＿風音テル的是S酸子
a子p站id=3818994＿風音テルp站id=3142686，也请大家多去百度：松田poiyo吧逛逛              ",连载中,【谢谢还在关注我们的你们】
845,34289,渣了别介意！,YEE,https://oss.mkzcdn.com/comic/cover/20181206/5c088f22eb0bd-210x277.jpg!cover-400,"
              表示大部分以后在http://comic.zymk.cn/comic/show/43619.html
连载哟~不要错过哦~【殴死~              ",连载中,新年~【话说一直在哪个更……忘记这里了……
846,213272,陪你去流浪,芷言有画说,https://oss.mkzcdn.com/comic/cover/20181027/5bd41dde9ad5a-1246x1662.jpg!cover-400,"
              尔虞我诈的社会，我们追求的是金钱、名利还是权力？难道这就是人生？不，不是的，我的人生与外界势力无关，抛弃迂腐的内心，拾起勇敢的心，一切从新出发，脚踏四方，见证广阔的世界，你，愿意陪我去“流浪”吗？              ",连载中,Chapter 8
847,213236,天才变身少女,steven,https://oss.mkzcdn.com/comic/cover/20180907/5b924f3865973-600x800.jpg!cover-400,"
              这是一群爱好和平的天使,为了打败入侵的外星人,而特地组成一个特工高手的故事,从校园打到外太空,战胜邪恶力量并获得真爱的故事,是一个很热血的故事喔~              ",连载中,人物
848,169020,你是我的宠物,半梦即醒,https://oss.mkzcdn.com/cover/2013-10-25/4675008_161151.jpg!cover-400,"
              冬羽具有吸引所有狗狗喜欢的体质，但却被同学们讨厌，就算很努力得和同学相处还是被排除。在偶然机会下遇到具有同样体质的男生，但和自己完全相反的是他却非常受欢迎……              ",连载中,02
849,215153,他和她的魔法契约,搜狐畅游,https://oss.mkzcdn.com/comic/cover/20191226/5e046a2071882-750x999.jpg!cover-400,"
              传说很久以前，有一位非常邪恶的魔导师。他面容英俊，性格却冷酷残暴，所到之处血流成河掀起一阵血雨腥风。后来，一位如天使般的善之大魔导师出现。她击败了恶之大魔导师，成为了拯救世界的英雄……
百年以后，命运的齿轮再次转动。恶之大魔导师的转世——塔菲与善之大魔导师的转世——菲奥在魔法学院再次相遇，这次不是作为敌人，而是命运与共的搭档！不过看似风平浪静的校园里却暗藏危机，塔菲与菲奥在联手应对各种突发情况的过程中，逐渐加深了对彼此的了解，两人的关系也悄然转变……              ",连载中,第27话 各为其主
850,42022,有一群二货,二华,https://oss.mkzcdn.com/cover/2012-05-09/1269518_215544.jpg!cover-400,"
              人以类聚，物以群分，二货总能吸引二货。身边有你们真是人生一大幸事，就让我们一起在二的道路上勇往直前吧！！！！              ",连载中,42
851,215128,猎心游戏：陆少追爱记,元气弹漫画|泛次元文化,https://oss.mkzcdn.com/comic/cover/20191219/5dfb238c52a1b-750x999.jpg!cover-400,"
              【每周二、五更新】只在周末相约的人竟是公司的空降总裁？本是贪恋他的人，却在一次又一次纠缠中沦陷。可当一切事情尘埃落定。她发现他对他只有利用的时候，又该做何取舍？              ",连载中,第24话 玩腻了
852,28146,只是喜欢着你还不够！,Rydia,https://oss.mkzcdn.com/comic/cover/20181206/5c088d8f7ab82-210x277.jpg!cover-400,"
              BL类漫画，剧情较纯情。俩个主角是美术高中的学生，一个是热衷于美术的性格两面化的宋芷南，另一个则是之前对画画完全没天兴趣也没天分，性格阳光开朗的郝宥庚。两人相遇之前没恋爱过，男生之间的感情给他们带来的种种矛盾、困惑。。使他们很难走到一起。但喜欢对方的心意不断地涌出，而这种感情压抑在心底远远不能满足初恋的他们。作者我目前也没想到结局 我会慢慢画的~              ",连载中,有夕阳的操场
853,208879,编辑部搞笑频道,知音漫客,https://oss.mkzcdn.com/zymkcover/000/000/375.jpg!cover-400,"
              编辑部搞笑日常生活              ",连载中,第22话 新编编的困惑
854,62005,麦拉风——不能让父母看到的漫画,小麦,https://oss.mkzcdn.com/comic/cover/20181206/5c08c2a540d0b-210x277.jpg!cover-400,"
              麦拉风——不能被爸妈看到的漫画，记录我们这一代与父母直接爱你的生活^_^              ",连载中,老爸回家了
855,213711,哥布林已经够强了,黑濑浩介,https://oss.mkzcdn.com/comic/cover/20181126/5bfb97d3d3a45-936x1248.jpg!cover-400,"
              剑与魔法与魔王与勇者（众多）的世界，随着魔王的一声令下，一愉快而又稍带残酷的幻想日常剧拉开了序幕……              ",连载中,第32话
856,215142,秒杀外挂太强了，异世界的家伙们根本就不是对手－AΩ－,纳都花丸,https://oss.mkzcdn.com/comic/cover/20191224/5e01825ca238b-971x1294.jpg!cover-400,"
              男主角高远夜雾与同学们乘坐大巴参加修学旅行，却在大巴上睡着了，等到夜雾被同班女生坛之浦知千佳唤醒后发现他们乘坐的大巴车已惨遭摧毁，同学们都流血倒在地上，只有他和叫醒他的少女两人存活。当夜雾发现敌人的本体竟是一条身躯庞大的巨龙后，竟然没有丝毫慌张，还和少女讨论起巨龙的身体构造。愤怒的巨龙俯冲下来欲将他们毁灭，男主开始淡定地发挥出自己的超强能力——他轻轻说出“去死（死ね）”两个字后，巨龙就突然一头栽倒在地，气绝身亡......              ",连载中,第10话 这世界可没有天真到让人单方面的为所欲为
857,2298,龙堂（裸男）,车哲,https://oss.mkzcdn.com/comic/cover/20181206/5c0889dcdde8c-210x277.jpg!cover-400,"
              龙堂的故事              ",连载中,1
858,213308,Bobi的绅士日常,Cola1921,https://oss.mkzcdn.com/comic/cover/20180917/5b9f4ac9d5c1b-629x839.png!cover-400,"
              她，软萌却放浪不羁。她，青春活力却腹黑变态。令人捉摸不透的性格，却相处舒适。她曾让全校少女都为之心动。她是暮雪女校的风云人物，各类游戏玩家榜单前三。各类社交活动的C位女神。但曾经的辉煌并不能满足她，从今天开始，低调的她，励志成为新生代网红少女。              ",连载中,12-对呀，我十八岁了
859,2451,逆5行,李达辉动漫,https://oss.mkzcdn.com/comic/cover/20181206/5c0889e14d7c7-210x277.jpg!cover-400,"
              古五神缔造的这个世界，万物均由具有形态的“质”和不具有形态的“气”构成。 “质”分别由五种基本元素:“金”“木”“水”“火”“土”构成，并在“气”的作用下规律的运动。构成“质”的五种元素，被人类记载为“五行”。 “气”分“阴”“阳”，依附于“质”，维系着世间万物的平衡。              ",连载中,第十六话
860,214129,舌尖上的地下城,九井谅子,https://oss.mkzcdn.com/comic/cover/20190227/5c75f7659b01b-400x533.jpg!cover-400,"
              为了救回龙嘴里的妹妹，小伙伴们只能在迷宫里自给自足，可是吃饭是个大问题。美食的诀窍就是适材利用，最佳的食材当然就是迷宫里的魔兽！吃饭时候精灵妹子的颜艺简直一绝……天才漫画家九井谅子老师为你献上想都没有想过的美食漫画！              ",连载中,第61话 烧走路菇
861,8053,爹地妈咪我来了,小龙,https://oss.mkzcdn.com/comic/cover/20181206/5c088a130b567-210x277.jpg!cover-400,"
              本书在延续了第一本《亲爱的，我有了》风趣幽默、贴近生活的特色之外，还为读者介绍了很多科学而又现代的育儿方法。故事从小宝贝诞生开始，讲述了80后的小夫妻从初为父母时的喜悦，到宝宝开始长大后逐渐感受到的快乐、惊喜、感动、责任、牵挂与担忧……他们在摸索中育儿，在爆笑声中积累新手爸妈的经验值，用有别于以往任何一代父母的“准80后”方式，经营自己的三口小家。
80后新爸新妈的爆笑生活第二季《爹地妈咪我来了》2010年9月底全国发行！当当网独家签名版火热销售中……谢谢支持！转载欢迎进入小龙的博客http://xiaolong417.qzone.qq.com 谢谢欣赏 小笼包27群：4934804              ",连载中, 婴儿床
862,2313,末路,啊呸呸呸,https://oss.mkzcdn.com/comic/cover/20181206/5c0889dd6b088-210x277.jpg!cover-400,"
              其实还是重口味的~~阅读顺序从右往左！              ",连载中,第六话
863,213643,女神乐园,火星人光光,https://oss.mkzcdn.com/comic/cover/20181108/5be3b3a639dee-630x840.jpg!cover-400,"
              统治着女儿国的神明喜欢各色宝石，于是人人以奉上宝石以取神明取乐而获得权利和力量，某日，两位少女在林中寻找蓝宝石时，却发现了另外一种存在……              ",连载中,002
864,214517,十万个小肉段,球球的画,https://oss.mkzcdn.com/comic/cover/20190528/5cecf9a40fe0e-750x999.jpg!cover-400,"
              十万个小肉段……肉段……              ",连载中,60 60
865,88003,憨八龟的爆笑生活,HXDM,https://oss.mkzcdn.com/comic/cover/20181206/5c08c79136671-210x277.jpg!cover-400,"
              憨八龟在生活中遇到的各种囧事。              ",连载中,生日礼物
866,9378,成长是缓慢而悲伤的,音久,https://oss.mkzcdn.com/comic/cover/20181206/5c088a3a903e5-210x277.jpg!cover-400,"
              我的手绘，可以的话，多多支持              ",连载中,友人帐，我重新看了一遍还是泪流满面
867,213884,毒液V1,漫威,https://oss.mkzcdn.com/comic/cover/20181228/5c2580e19507f-974x1298.jpg!cover-400,"
              毒液共生体又回到了艾迪身边，然而它变得不稳定了，艾迪只好与炼金术公司做交易，以此唤醒自己曾经队友的灵魂。              ",连载中,第165卷
868,21056,MTD出品,花御雪,https://oss.mkzcdn.com/comic/cover/20181206/5c088c394fbf4-210x277.jpg!cover-400,"
              不是工作室，只是一起画画的小团体              ",连载中,七月的考试
